State,year,commodity,units,Exports
Arizona,2024,Grain products,Million dollars,17.4514
Arkansas,2024,Grain products,Million dollars,131.1349
California,2024,Grain products,Million dollars,107.5274
Colorado,2024,Grain products,Million dollars,84.4606
Connecticut,2024,Grain products,Million dollars,0.4615
Delaware,2024,Grain products,Million dollars,8.7473
Florida,2024,Grain products,Million dollars,6.3974
Georgia,2024,Grain products,Million dollars,24.2364
Hawaii,2024,Grain products,Million dollars,0.0
Idaho,2024,Grain products,Million dollars,81.1914
Illinois,2024,Grain products,Million dollars,558.3377
Indiana,2024,Grain products,Million dollars,252.4734
Iowa,2024,Grain products,Million dollars,621.1508
Kansas,2024,Grain products,Million dollars,311.2727
Kentucky,2024,Grain products,Million dollars,92.463
Louisiana,2024,Grain products,Million dollars,57.6447
Maine,2024,Grain products,Million dollars,1.2103
Maryland,2024,Grain products,Million dollars,22.3383
Massachusetts,2024,Grain products,Million dollars,0.4106
Michigan,2024,Grain products,Million dollars,94.1097
Minnesota,2024,Grain products,Million dollars,358.3723
Mississippi,2024,Grain products,Million dollars,42.2294
Missouri,2024,Grain products,Million dollars,169.5027
Montana,2024,Grain products,Million dollars,99.0918
Nebraska,2024,Grain products,Million dollars,458.0518
Nevada,2024,Grain products,Million dollars,6.4188
New Hampshire,2024,Grain products,Million dollars,0.2897
New Jersey,2024,Grain products,Million dollars,3.6001
New Mexico,2024,Grain products,Million dollars,9.4325
New York,2024,Grain products,Million dollars,32.6973
North Carolina,2024,Grain products,Million dollars,36.2193
North Dakota,2024,Grain products,Million dollars,249.0191
Ohio,2024,Grain products,Million dollars,162.0913
Oklahoma,2024,Grain products,Million dollars,59.1667
Oregon,2024,Grain products,Million dollars,40.6342
Pennsylvania,2024,Grain products,Million dollars,44.3613
Rhode Island,2024,Grain products,Million dollars,0.0475
South Carolina,2024,Grain products,Million dollars,15.0935
South Dakota,2024,Grain products,Million dollars,226.141
Tennessee,2024,Grain products,Million dollars,48.8584
Texas,2024,Grain products,Million dollars,172.3661
Utah,2024,Grain products,Million dollars,15.7811
Vermont,2024,Grain products,Million dollars,1.1991
Virginia,2024,Grain products,Million dollars,23.9935
Washington,2024,Grain products,Million dollars,72.2575
West Virginia,2024,Grain products,Million dollars,4.3867
Wisconsin,2024,Grain products,Million dollars,107.2393
Wyoming,2024,Grain products,Million dollars,15.0812
Alabama,2000,Soybeans,Million dollars,5.8803
Alaska,2000,Soybeans,Million dollars,0.0
Arizona,2000,Soybeans,Million dollars,0.0
Arkansas,2000,Soybeans,Million dollars,165.9543
California,2000,Soybeans,Million dollars,0.0
Colorado,2000,Soybeans,Million dollars,0.0
Connecticut,2000,Soybeans,Million dollars,0.0
Delaware,2000,Soybeans,Million dollars,15.2695
Florida,2000,Soybeans,Million dollars,0.8223
Georgia,2000,Soybeans,Million dollars,8.8314
Hawaii,2000,Soybeans,Million dollars,0.0
Idaho,2000,Soybeans,Million dollars,0.0
Illinois,2000,Soybeans,Million dollars,908.2669
Indiana,2000,Soybeans,Million dollars,484.5445
Iowa,2000,Soybeans,Million dollars,917.7587
Kansas,2000,Soybeans,Million dollars,111.0159
Kentucky,2000,Soybeans,Million dollars,62.304
Louisiana,2000,Soybeans,Million dollars,45.7024
Maine,2000,Soybeans,Million dollars,0.0
Maryland,2000,Soybeans,Million dollars,37.2599
Massachusetts,2000,Soybeans,Million dollars,0.0
Michigan,2000,Soybeans,Million dollars,141.4606
Minnesota,2000,Soybeans,Million dollars,539.4528
Mississippi,2000,Soybeans,Million dollars,75.0912
Missouri,2000,Soybeans,Million dollars,319.0542
Montana,2000,Soybeans,Million dollars,0.0
Nebraska,2000,Soybeans,Million dollars,346.598
Nevada,2000,Soybeans,Million dollars,0.0
New Hampshire,2000,Soybeans,Million dollars,0.0
New Jersey,2000,Soybeans,Million dollars,6.2461
New Mexico,2000,Soybeans,Million dollars,0.0
New York,2000,Soybeans,Million dollars,8.8139
North Carolina,2000,Soybeans,Million dollars,73.9428
North Dakota,2000,Soybeans,Million dollars,105.5835
Ohio,2000,Soybeans,Million dollars,359.3494
Oklahoma,2000,Soybeans,Million dollars,10.5646
Oregon,2000,Soybeans,Million dollars,0.0
Pennsylvania,2000,Soybeans,Million dollars,26.0148
Rhode Island,2000,Soybeans,Million dollars,0.0
South Carolina,2000,Soybeans,Million dollars,19.1411
South Dakota,2000,Soybeans,Million dollars,273.5151
Tennessee,2000,Soybeans,Million dollars,53.5621
Texas,2000,Soybeans,Million dollars,16.9146
Utah,2000,Soybeans,Million dollars,0.0
Vermont,2000,Soybeans,Million dollars,0.0
Virginia,2000,Soybeans,Million dollars,28.8642
Washington,2000,Soybeans,Million dollars,0.0
West Virginia,2000,Soybeans,Million dollars,0.897
Wisconsin,2000,Soybeans,Million dollars,89.4428
Wyoming,2000,Soybeans,Million dollars,0.0
Alabama,2001,Soybeans,Million dollars,7.9743
Alaska,2001,Soybeans,Million dollars,0.0
Arizona,2001,Soybeans,Million dollars,0.0
Arkansas,2001,Soybeans,Million dollars,179.6075
California,2001,Soybeans,Million dollars,0.0
Colorado,2001,Soybeans,Million dollars,0.0
Connecticut,2001,Soybeans,Million dollars,0.0
Delaware,2001,Soybeans,Million dollars,14.4222
Florida,2001,Soybeans,Million dollars,0.5229
Georgia,2001,Soybeans,Million dollars,7.5386
Hawaii,2001,Soybeans,Million dollars,0.0
Idaho,2001,Soybeans,Million dollars,0.0
Illinois,2001,Soybeans,Million dollars,939.2447
Indiana,2001,Soybeans,Million dollars,552.6402
Iowa,2001,Soybeans,Million dollars,866.5526
Kansas,2001,Soybeans,Million dollars,138.2783
Kentucky,2001,Soybeans,Million dollars,92.6564
Louisiana,2001,Soybeans,Million dollars,40.8724
Maine,2001,Soybeans,Million dollars,0.0
Maryland,2001,Soybeans,Million dollars,37.1219
Massachusetts,2001,Soybeans,Million dollars,0.0
Michigan,2001,Soybeans,Million dollars,134.181
Minnesota,2001,Soybeans,Million dollars,494.1964
Mississippi,2001,Soybeans,Million dollars,66.8777
Missouri,2001,Soybeans,Million dollars,355.8649
Montana,2001,Soybeans,Million dollars,0.0
Nebraska,2001,Soybeans,Million dollars,398.7082
Nevada,2001,Soybeans,Million dollars,0.0
New Hampshire,2001,Soybeans,Million dollars,0.0
New Jersey,2001,Soybeans,Million dollars,6.2158
New Mexico,2001,Soybeans,Million dollars,0.0
New York,2001,Soybeans,Million dollars,9.5407
North Carolina,2001,Soybeans,Million dollars,84.0372
North Dakota,2001,Soybeans,Million dollars,118.6365
Ohio,2001,Soybeans,Million dollars,354.6192
Oklahoma,2001,Soybeans,Million dollars,9.1412
Oregon,2001,Soybeans,Million dollars,0.0
Pennsylvania,2001,Soybeans,Million dollars,27.368
Rhode Island,2001,Soybeans,Million dollars,0.0
South Carolina,2001,Soybeans,Million dollars,19.0639
South Dakota,2001,Soybeans,Million dollars,256.6464
Tennessee,2001,Soybeans,Million dollars,69.3912
Texas,2001,Soybeans,Million dollars,13.9892
Utah,2001,Soybeans,Million dollars,0.0
Vermont,2001,Soybeans,Million dollars,0.0
Virginia,2001,Soybeans,Million dollars,34.8919
Washington,2001,Soybeans,Million dollars,0.0
West Virginia,2001,Soybeans,Million dollars,1.4342
Wisconsin,2001,Soybeans,Million dollars,70.3314
Wyoming,2001,Soybeans,Million dollars,0.0
Alabama,2002,Soybeans,Million dollars,8.3424
Alaska,2002,Soybeans,Million dollars,0.0
Arizona,2002,Soybeans,Million dollars,0.0
Arkansas,2002,Soybeans,Million dollars,210.2783
California,2002,Soybeans,Million dollars,0.0
Colorado,2002,Soybeans,Million dollars,0.0
Connecticut,2002,Soybeans,Million dollars,0.0
Delaware,2002,Soybeans,Million dollars,10.1669
Florida,2002,Soybeans,Million dollars,0.5855
Georgia,2002,Soybeans,Million dollars,7.2535
Hawaii,2002,Soybeans,Million dollars,0.0
Idaho,2002,Soybeans,Million dollars,0.0
Illinois,2002,Soybeans,Million dollars,960.9633
Indiana,2002,Soybeans,Million dollars,516.6833
Iowa,2002,Soybeans,Million dollars,964.9078
Kansas,2002,Soybeans,Million dollars,136.8766
Kentucky,2002,Soybeans,Million dollars,106.8738
Louisiana,2002,Soybeans,Million dollars,47.3469
Maine,2002,Soybeans,Million dollars,0.0
Maryland,2002,Soybeans,Million dollars,25.4676
Massachusetts,2002,Soybeans,Million dollars,0.0
Michigan,2002,Soybeans,Million dollars,149.0258
Minnesota,2002,Soybeans,Million dollars,592.0398
Mississippi,2002,Soybeans,Million dollars,86.602
Missouri,2002,Soybeans,Million dollars,347.7281
Montana,2002,Soybeans,Million dollars,0.0
Nebraska,2002,Soybeans,Million dollars,376.0008
Nevada,2002,Soybeans,Million dollars,0.0
New Hampshire,2002,Soybeans,Million dollars,0.0
New Jersey,2002,Soybeans,Million dollars,4.9018
New Mexico,2002,Soybeans,Million dollars,0.0
New York,2002,Soybeans,Million dollars,9.6445
North Carolina,2002,Soybeans,Million dollars,66.3995
North Dakota,2002,Soybeans,Million dollars,153.7476
Ohio,2002,Soybeans,Million dollars,371.9804
Oklahoma,2002,Soybeans,Million dollars,12.4595
Oregon,2002,Soybeans,Million dollars,0.0
Pennsylvania,2002,Soybeans,Million dollars,21.5046
Rhode Island,2002,Soybeans,Million dollars,0.0
South Carolina,2002,Soybeans,Million dollars,16.1088
South Dakota,2002,Soybeans,Million dollars,259.2963
Tennessee,2002,Soybeans,Million dollars,72.4685
Texas,2002,Soybeans,Million dollars,12.8576
Utah,2002,Soybeans,Million dollars,0.0
Vermont,2002,Soybeans,Million dollars,0.0
Virginia,2002,Soybeans,Million dollars,27.235
Washington,2002,Soybeans,Million dollars,0.0
West Virginia,2002,Soybeans,Million dollars,1.2693
Wisconsin,2002,Soybeans,Million dollars,100.1381
Wyoming,2002,Soybeans,Million dollars,0.0
Alabama,2003,Soybeans,Million dollars,15.335
Alaska,2003,Soybeans,Million dollars,0.0
Arizona,2003,Soybeans,Million dollars,0.0
Arkansas,2003,Soybeans,Million dollars,306.1675
California,2003,Soybeans,Million dollars,0.0
Colorado,2003,Soybeans,Million dollars,0.0
Connecticut,2003,Soybeans,Million dollars,0.0
Delaware,2003,Soybeans,Million dollars,16.2118
Florida,2003,Soybeans,Million dollars,0.9804
Georgia,2003,Soybeans,Million dollars,16.9286
Hawaii,2003,Soybeans,Million dollars,0.0
Idaho,2003,Soybeans,Million dollars,0.0
Illinois,2003,Soybeans,Million dollars,1270.6675
Indiana,2003,Soybeans,Million dollars,611.3924
Iowa,2003,Soybeans,Million dollars,1306.1629
Kansas,2003,Soybeans,Million dollars,178.8455
Kentucky,2003,Soybeans,Million dollars,126.9092
Louisiana,2003,Soybeans,Million dollars,75.7519
Maine,2003,Soybeans,Million dollars,0.0
Maryland,2003,Soybeans,Million dollars,38.8724
Massachusetts,2003,Soybeans,Million dollars,0.0
Michigan,2003,Soybeans,Million dollars,201.5253
Minnesota,2003,Soybeans,Million dollars,819.5668
Mississippi,2003,Soybeans,Million dollars,166.1886
Missouri,2003,Soybeans,Million dollars,481.7529
Montana,2003,Soybeans,Million dollars,0.0
Nebraska,2003,Soybeans,Million dollars,600.332
Nevada,2003,Soybeans,Million dollars,0.0
New Hampshire,2003,Soybeans,Million dollars,0.0
New Jersey,2003,Soybeans,Million dollars,7.4062
New Mexico,2003,Soybeans,Million dollars,0.0
New York,2003,Soybeans,Million dollars,16.9209
North Carolina,2003,Soybeans,Million dollars,136.1396
North Dakota,2003,Soybeans,Million dollars,284.0227
Ohio,2003,Soybeans,Million dollars,502.2105
Oklahoma,2003,Soybeans,Million dollars,19.3377
Oregon,2003,Soybeans,Million dollars,0.0
Pennsylvania,2003,Soybeans,Million dollars,35.4297
Rhode Island,2003,Soybeans,Million dollars,0.0
South Carolina,2003,Soybeans,Million dollars,28.8912
South Dakota,2003,Soybeans,Million dollars,395.0878
Tennessee,2003,Soybeans,Million dollars,135.4947
Texas,2003,Soybeans,Million dollars,15.625
Utah,2003,Soybeans,Million dollars,0.0
Vermont,2003,Soybeans,Million dollars,0.0
Virginia,2003,Soybeans,Million dollars,38.5042
Washington,2003,Soybeans,Million dollars,0.0
West Virginia,2003,Soybeans,Million dollars,2.4225
Wisconsin,2003,Soybeans,Million dollars,108.8386
Wyoming,2003,Soybeans,Million dollars,0.0
Alabama,2004,Soybeans,Million dollars,15.801
Alaska,2004,Soybeans,Million dollars,0.0
Arizona,2004,Soybeans,Million dollars,0.0
Arkansas,2004,Soybeans,Million dollars,290.8306
California,2004,Soybeans,Million dollars,0.0
Colorado,2004,Soybeans,Million dollars,0.0
Connecticut,2004,Soybeans,Million dollars,0.0
Delaware,2004,Soybeans,Million dollars,18.4036
Florida,2004,Soybeans,Million dollars,1.2786
Georgia,2004,Soybeans,Million dollars,18.1858
Hawaii,2004,Soybeans,Million dollars,0.0
Idaho,2004,Soybeans,Million dollars,0.0
Illinois,2004,Soybeans,Million dollars,1071.4648
Indiana,2004,Soybeans,Million dollars,679.0455
Iowa,2004,Soybeans,Million dollars,1059.8122
Kansas,2004,Soybeans,Million dollars,196.5117
Kentucky,2004,Soybeans,Million dollars,140.8642
Louisiana,2004,Soybeans,Million dollars,78.4303
Maine,2004,Soybeans,Million dollars,0.0
Maryland,2004,Soybeans,Million dollars,44.9857
Massachusetts,2004,Soybeans,Million dollars,0.0
Michigan,2004,Soybeans,Million dollars,152.7649
Minnesota,2004,Soybeans,Million dollars,579.3924
Mississippi,2004,Soybeans,Million dollars,139.4408
Missouri,2004,Soybeans,Million dollars,433.1247
Montana,2004,Soybeans,Million dollars,0.0
Nebraska,2004,Soybeans,Million dollars,421.361
Nevada,2004,Soybeans,Million dollars,0.0
New Hampshire,2004,Soybeans,Million dollars,0.0
New Jersey,2004,Soybeans,Million dollars,8.8403
New Mexico,2004,Soybeans,Million dollars,0.0
New York,2004,Soybeans,Million dollars,16.6295
North Carolina,2004,Soybeans,Million dollars,106.6
North Dakota,2004,Soybeans,Million dollars,172.5765
Ohio,2004,Soybeans,Million dollars,407.91
Oklahoma,2004,Soybeans,Million dollars,20.4016
Oregon,2004,Soybeans,Million dollars,0.0
Pennsylvania,2004,Soybeans,Million dollars,43.6742
Rhode Island,2004,Soybeans,Million dollars,0.0
South Carolina,2004,Soybeans,Million dollars,34.5598
South Dakota,2004,Soybeans,Million dollars,247.1795
Tennessee,2004,Soybeans,Million dollars,107.3397
Texas,2004,Soybeans,Million dollars,17.8963
Utah,2004,Soybeans,Million dollars,0.0
Vermont,2004,Soybeans,Million dollars,0.0
Virginia,2004,Soybeans,Million dollars,51.2801
Washington,2004,Soybeans,Million dollars,0.0
West Virginia,2004,Soybeans,Million dollars,1.8719
Wisconsin,2004,Soybeans,Million dollars,89.0585
Wyoming,2004,Soybeans,Million dollars,0.0
Alabama,2005,Soybeans,Million dollars,10.3724
Alaska,2005,Soybeans,Million dollars,0.0
Arizona,2005,Soybeans,Million dollars,0.0
Arkansas,2005,Soybeans,Million dollars,246.5361
California,2005,Soybeans,Million dollars,0.0
Colorado,2005,Soybeans,Million dollars,0.0
Connecticut,2005,Soybeans,Million dollars,0.0
Delaware,2005,Soybeans,Million dollars,10.2037
Florida,2005,Soybeans,Million dollars,0.7305
Georgia,2005,Soybeans,Million dollars,10.1481
Hawaii,2005,Soybeans,Million dollars,0.0
Idaho,2005,Soybeans,Million dollars,0.0
Illinois,2005,Soybeans,Million dollars,986.0897
Indiana,2005,Soybeans,Million dollars,502.6845
Iowa,2005,Soybeans,Million dollars,1029.0679
Kansas,2005,Soybeans,Million dollars,218.1938
Kentucky,2005,Soybeans,Million dollars,122.3914
Louisiana,2005,Soybeans,Million dollars,62.2376
Maine,2005,Soybeans,Million dollars,0.0
Maryland,2005,Soybeans,Million dollars,31.8237
Massachusetts,2005,Soybeans,Million dollars,0.0
Michigan,2005,Soybeans,Million dollars,160.3249
Minnesota,2005,Soybeans,Million dollars,551.0475
Mississippi,2005,Soybeans,Million dollars,120.7672
Missouri,2005,Soybeans,Million dollars,423.4853
Montana,2005,Soybeans,Million dollars,0.0
Nebraska,2005,Soybeans,Million dollars,467.9127
Nevada,2005,Soybeans,Million dollars,0.0
New Hampshire,2005,Soybeans,Million dollars,0.0
New Jersey,2005,Soybeans,Million dollars,5.822
New Mexico,2005,Soybeans,Million dollars,0.0
New York,2005,Soybeans,Million dollars,15.7417
North Carolina,2005,Soybeans,Million dollars,90.9678
North Dakota,2005,Soybeans,Million dollars,176.1051
Ohio,2005,Soybeans,Million dollars,429.1234
Oklahoma,2005,Soybeans,Million dollars,17.3544
Oregon,2005,Soybeans,Million dollars,0.0
Pennsylvania,2005,Soybeans,Million dollars,33.4268
Rhode Island,2005,Soybeans,Million dollars,0.0
South Carolina,2005,Soybeans,Million dollars,22.6175
South Dakota,2005,Soybeans,Million dollars,289.112
Tennessee,2005,Soybeans,Million dollars,87.9749
Texas,2005,Soybeans,Million dollars,17.0481
Utah,2005,Soybeans,Million dollars,0.0
Vermont,2005,Soybeans,Million dollars,0.0
Virginia,2005,Soybeans,Million dollars,38.1938
Washington,2005,Soybeans,Million dollars,0.0
West Virginia,2005,Soybeans,Million dollars,1.5616
Wisconsin,2005,Soybeans,Million dollars,94.5767
Wyoming,2005,Soybeans,Million dollars,0.0
Alabama,2006,Soybeans,Million dollars,7.6132
Alaska,2006,Soybeans,Million dollars,0.0
Arizona,2006,Soybeans,Million dollars,0.0
Arkansas,2006,Soybeans,Million dollars,256.3384
California,2006,Soybeans,Million dollars,0.0
Colorado,2006,Soybeans,Million dollars,0.0
Connecticut,2006,Soybeans,Million dollars,0.0
Delaware,2006,Soybeans,Million dollars,11.9001
Florida,2006,Soybeans,Million dollars,0.3814
Georgia,2006,Soybeans,Million dollars,8.1812
Hawaii,2006,Soybeans,Million dollars,0.0
Idaho,2006,Soybeans,Million dollars,0.0
Illinois,2006,Soybeans,Million dollars,997.9438
Indiana,2006,Soybeans,Million dollars,654.742
Iowa,2006,Soybeans,Million dollars,1131.5211
Kansas,2006,Soybeans,Million dollars,211.7127
Kentucky,2006,Soybeans,Million dollars,130.359
Louisiana,2006,Soybeans,Million dollars,67.403
Maine,2006,Soybeans,Million dollars,0.0
Maryland,2006,Soybeans,Million dollars,34.6228
Massachusetts,2006,Soybeans,Million dollars,0.0
Michigan,2006,Soybeans,Million dollars,189.0437
Minnesota,2006,Soybeans,Million dollars,684.7572
Mississippi,2006,Soybeans,Million dollars,121.9378
Missouri,2006,Soybeans,Million dollars,403.5211
Montana,2006,Soybeans,Million dollars,0.0
Nebraska,2006,Soybeans,Million dollars,542.6976
Nevada,2006,Soybeans,Million dollars,0.0
New Hampshire,2006,Soybeans,Million dollars,0.0
New Jersey,2006,Soybeans,Million dollars,6.3093
New Mexico,2006,Soybeans,Million dollars,0.0
New York,2006,Soybeans,Million dollars,22.3097
North Carolina,2006,Soybeans,Million dollars,104.5095
North Dakota,2006,Soybeans,Million dollars,249.5377
Ohio,2006,Soybeans,Million dollars,480.459
Oklahoma,2006,Soybeans,Million dollars,12.4027
Oregon,2006,Soybeans,Million dollars,0.0
Pennsylvania,2006,Soybeans,Million dollars,36.5204
Rhode Island,2006,Soybeans,Million dollars,0.0
South Carolina,2006,Soybeans,Million dollars,21.791
South Dakota,2006,Soybeans,Million dollars,276.2981
Tennessee,2006,Soybeans,Million dollars,108.7402
Texas,2006,Soybeans,Million dollars,13.7069
Utah,2006,Soybeans,Million dollars,0.0
Vermont,2006,Soybeans,Million dollars,0.0
Virginia,2006,Soybeans,Million dollars,35.0098
Washington,2006,Soybeans,Million dollars,0.0
West Virginia,2006,Soybeans,Million dollars,1.6194
Wisconsin,2006,Soybeans,Million dollars,111.6663
Wyoming,2006,Soybeans,Million dollars,0.0
Alabama,2007,Soybeans,Million dollars,11.8586
Alaska,2007,Soybeans,Million dollars,0
Arizona,2007,Soybeans,Million dollars,0
Arkansas,2007,Soybeans,Million dollars,331.7673
California,2007,Soybeans,Million dollars,0
Colorado,2007,Soybeans,Million dollars,0
Connecticut,2007,Soybeans,Million dollars,0
Delaware,2007,Soybeans,Million dollars,15.0328
Florida,2007,Soybeans,Million dollars,0.7846
Georgia,2007,Soybeans,Million dollars,29.8273
Hawaii,2007,Soybeans,Million dollars,0
Idaho,2007,Soybeans,Million dollars,0
Illinois,2007,Soybeans,Million dollars,1549.7853
Indiana,2007,Soybeans,Million dollars,893.8485
Iowa,2007,Soybeans,Million dollars,1652.1975
Kansas,2007,Soybeans,Million dollars,367.554
Kentucky,2007,Soybeans,Million dollars,167.6735
Louisiana,2007,Soybeans,Million dollars,86.185
Maine,2007,Soybeans,Million dollars,0
Maryland,2007,Soybeans,Million dollars,41.7699
Massachusetts,2007,Soybeans,Million dollars,0
Michigan,2007,Soybeans,Million dollars,270.4063
Minnesota,2007,Soybeans,Million dollars,927.609
Mississippi,2007,Soybeans,Million dollars,171.9498
Missouri,2007,Soybeans,Million dollars,648.1094
Montana,2007,Soybeans,Million dollars,0
Nebraska,2007,Soybeans,Million dollars,707.6067
Nevada,2007,Soybeans,Million dollars,0
New Hampshire,2007,Soybeans,Million dollars,0
New Jersey,2007,Soybeans,Million dollars,9.0704
New Mexico,2007,Soybeans,Million dollars,0
New York,2007,Soybeans,Million dollars,35.8387
North Carolina,2007,Soybeans,Million dollars,128.2235
North Dakota,2007,Soybeans,Million dollars,378.064
Ohio,2007,Soybeans,Million dollars,696.3364
Oklahoma,2007,Soybeans,Million dollars,12.6865
Oregon,2007,Soybeans,Million dollars,0
Pennsylvania,2007,Soybeans,Million dollars,58.1296
Rhode Island,2007,Soybeans,Million dollars,0
South Carolina,2007,Soybeans,Million dollars,36.096
South Dakota,2007,Soybeans,Million dollars,439.3921
Tennessee,2007,Soybeans,Million dollars,91.0055
Texas,2007,Soybeans,Million dollars,12.2121
Utah,2007,Soybeans,Million dollars,0
Vermont,2007,Soybeans,Million dollars,0
Virginia,2007,Soybeans,Million dollars,60.6796
Washington,2007,Soybeans,Million dollars,0
West Virginia,2007,Soybeans,Million dollars,2.0777
Wisconsin,2007,Soybeans,Million dollars,158.3285
Wyoming,2007,Soybeans,Million dollars,0
Alabama,2008,Soybeans,Million dollars,41.3648
Alaska,2008,Soybeans,Million dollars,0.0
Arizona,2008,Soybeans,Million dollars,0.0
Arkansas,2008,Soybeans,Million dollars,666.5981
California,2008,Soybeans,Million dollars,0.0
Colorado,2008,Soybeans,Million dollars,0.0
Connecticut,2008,Soybeans,Million dollars,0.0
Delaware,2008,Soybeans,Million dollars,24.6395
Florida,2008,Soybeans,Million dollars,2.2166
Georgia,2008,Soybeans,Million dollars,56.3359
Hawaii,2008,Soybeans,Million dollars,0.0
Idaho,2008,Soybeans,Million dollars,0.0
Illinois,2008,Soybeans,Million dollars,2063.4515
Indiana,2008,Soybeans,Million dollars,1270.6645
Iowa,2008,Soybeans,Million dollars,2551.2049
Kansas,2008,Soybeans,Million dollars,201.9899
Kentucky,2008,Soybeans,Million dollars,201.9899
Louisiana,2008,Soybeans,Million dollars,155.4279
Maine,2008,Soybeans,Million dollars,0.0
Maryland,2008,Soybeans,Million dollars,65.1076
Massachusetts,2008,Soybeans,Million dollars,0.0
Michigan,2008,Soybeans,Million dollars,422.9359
Minnesota,2008,Soybeans,Million dollars,1665.6288
Mississippi,2008,Soybeans,Million dollars,336.0186
Missouri,2008,Soybeans,Million dollars,1061.4272
Montana,2008,Soybeans,Million dollars,0.0
Nebraska,2008,Soybeans,Million dollars,1150.0934
Nevada,2008,Soybeans,Million dollars,0.0
New Hampshire,2008,Soybeans,Million dollars,0.0
New Jersey,2008,Soybeans,Million dollars,13.0655
New Mexico,2008,Soybeans,Million dollars,0.0
New York,2008,Soybeans,Million dollars,51.0303
North Carolina,2008,Soybeans,Million dollars,242.2929
North Dakota,2008,Soybeans,Million dollars,566.7344
Ohio,2008,Soybeans,Million dollars,1058.3459
Oklahoma,2008,Soybeans,Million dollars,32.8624
Oregon,2008,Soybeans,Million dollars,0.0
Pennsylvania,2008,Soybeans,Million dollars,94.0385
Rhode Island,2008,Soybeans,Million dollars,0.0
South Carolina,2008,Soybeans,Million dollars,60.3687
South Dakota,2008,Soybeans,Million dollars,778.3403
Tennessee,2008,Soybeans,Million dollars,199.6219
Texas,2008,Soybeans,Million dollars,21.3396
Utah,2008,Soybeans,Million dollars,0.0
Vermont,2008,Soybeans,Million dollars,0.0
Virginia,2008,Soybeans,Million dollars,82.0152
Washington,2008,Soybeans,Million dollars,0.0
West Virginia,2008,Soybeans,Million dollars,3.0532
Wisconsin,2008,Soybeans,Million dollars,290.6901
Wyoming,2008,Soybeans,Million dollars,0.0
Alabama,2009,Soybeans,Million dollars,82.1534
Alaska,2009,Soybeans,Million dollars,0.0
Arizona,2009,Soybeans,Million dollars,0.0
Arkansas,2009,Soybeans,Million dollars,628.0833
California,2009,Soybeans,Million dollars,0.0
Colorado,2009,Soybeans,Million dollars,0.0
Connecticut,2009,Soybeans,Million dollars,0.0
Delaware,2009,Soybeans,Million dollars,32.7262
Florida,2009,Soybeans,Million dollars,4.3982
Georgia,2009,Soybeans,Million dollars,75.047
Hawaii,2009,Soybeans,Million dollars,0.0
Idaho,2009,Soybeans,Million dollars,0.0
Illinois,2009,Soybeans,Million dollars,2333.8575
Indiana,2009,Soybeans,Million dollars,1371.3205
Iowa,2009,Soybeans,Million dollars,2581.6635
Kansas,2009,Soybeans,Million dollars,280.5995
Kentucky,2009,Soybeans,Million dollars,280.5995
Louisiana,2009,Soybeans,Million dollars,188.0379
Maine,2009,Soybeans,Million dollars,0.0
Maryland,2009,Soybeans,Million dollars,85.8286
Massachusetts,2009,Soybeans,Million dollars,0.0
Michigan,2009,Soybeans,Million dollars,389.1238
Minnesota,2009,Soybeans,Million dollars,1454.7723
Mississippi,2009,Soybeans,Million dollars,441.274
Missouri,2009,Soybeans,Million dollars,981.4653
Montana,2009,Soybeans,Million dollars,0.0
Nebraska,2009,Soybeans,Million dollars,1419.8
Nevada,2009,Soybeans,Million dollars,0.0
New Hampshire,2009,Soybeans,Million dollars,0.0
New Jersey,2009,Soybeans,Million dollars,16.0514
New Mexico,2009,Soybeans,Million dollars,0.0
New York,2009,Soybeans,Million dollars,54.7202
North Carolina,2009,Soybeans,Million dollars,226.728
North Dakota,2009,Soybeans,Million dollars,590.494
Ohio,2009,Soybeans,Million dollars,1053.5719
Oklahoma,2009,Soybeans,Million dollars,53.5392
Oregon,2009,Soybeans,Million dollars,0.0
Pennsylvania,2009,Soybeans,Million dollars,98.0661
Rhode Island,2009,Soybeans,Million dollars,0.0
South Carolina,2009,Soybeans,Million dollars,79.2065
South Dakota,2009,Soybeans,Million dollars,884.3802
Tennessee,2009,Soybeans,Million dollars,324.342
Texas,2009,Soybeans,Million dollars,24.6997
Utah,2009,Soybeans,Million dollars,0.0
Vermont,2009,Soybeans,Million dollars,0.0
Virginia,2009,Soybeans,Million dollars,97.0267
Washington,2009,Soybeans,Million dollars,0.0
West Virginia,2009,Soybeans,Million dollars,3.8911
Wisconsin,2009,Soybeans,Million dollars,285.7325
Wyoming,2009,Soybeans,Million dollars,0.0
Alabama,2010,Soybeans,Million dollars,76.3389
Alaska,2010,Soybeans,Million dollars,0.0
Arizona,2010,Soybeans,Million dollars,0.0
Arkansas,2010,Soybeans,Million dollars,677.2431
California,2010,Soybeans,Million dollars,0.0
Colorado,2010,Soybeans,Million dollars,0.0
Connecticut,2010,Soybeans,Million dollars,0.0
Delaware,2010,Soybeans,Million dollars,38.5277
Florida,2010,Soybeans,Million dollars,4.1669
Georgia,2010,Soybeans,Million dollars,63.7655
Hawaii,2010,Soybeans,Million dollars,0.0
Idaho,2010,Soybeans,Million dollars,0.0
Illinois,2010,Soybeans,Million dollars,2637.352
Indiana,2010,Soybeans,Million dollars,1572.3665
